province,district,ward,ward_code
an giang,long xuyên,mỹ long,90106.0
an giang,long xuyên,mỹ bình,90107.0
an giang,long xuyên,mỹ xuyên,90108.0
an giang,long xuyên,mỹ phước,90109.0
an giang,long xuyên,mỹ quý,90110.0
an giang,long xuyên,mỹ hoà hưng,90111.0
an giang,long xuyên,bình đức,90112.0
an giang,long xuyên,bình khánh,90113.0
an giang,long xuyên,mỹ khánh,90114.0
an giang,long xuyên,mỹ hòa,90115.0
an giang,long xuyên,đông xuyên,90116.0
an giang,long xuyên,mỹ thới,90117.0
an giang,long xuyên,mỹ thạnh,90118.0
an giang,chợ mới,kiến an,90207.0
an giang,chợ mới,mỹ hội đông,90208.0
an giang,chợ mới,nhơn mỹ,90209.0
an giang,chợ mới,kiến thành,90210.0
an giang,chợ mới,long điền b,90211.0
an giang,chợ mới,long điền a,90212.0
an giang,chợ mới,tấn mỹ,90214.0
an giang,chợ mới,mỹ hiệp,90215.0
an giang,chợ mới,mỹ an,90216.0
an giang,chợ mới,long kiến,90217.0
an giang,chợ mới,long giang,90218.0
an giang,chợ mới,an thạnh trung,90219.0
an giang,chợ mới,bình phước xuân,90220.0
an giang,chợ mới,hội an,90221.0
an giang,chợ mới,hòa bình,90222.0
an giang,chợ mới,hòa an,90223.0
an giang,phú tân,phú thọ,90307.0
an giang,phú tân,phú an,90308.0
an giang,phú tân,phú thạnh,90309.0
an giang,phú tân,phú lâm,90311.0
an giang,phú tân,long hoà,90312.0
an giang,phú tân,phú long,90313.0
an giang,phú tân,phú hiệp,90314.0
an giang,phú tân,hoà lạc,90315.0
an giang,phú tân,phú thành,90316.0
an giang,phú tân,phú xuân,90317.0
an giang,phú tân,hiệp xương,90318.0
an giang,phú tân,phú bình,90319.0
an giang,phú tân,bình thạnh đông,90320.0
an giang,phú tân,phú hưng,90321.0
an giang,phú tân,tân hòa,90322.0
an giang,phú tân,tân trung,90323.0
an giang,tân châu,long thạnh,90406.0
an giang,tân châu,long hưng,90407.0
an giang,tân châu,long châu,90408.0
an giang,tân châu,vĩnh hòa,90409.0
an giang,tân châu,vĩnh xương,90410.0
an giang,tân châu,phú lộc,90411.0
an giang,tân châu,tân thạnh,90412.0
an giang,tân châu,tân an,90413.0
an giang,tân châu,long an,90414.0
an giang,tân châu,châu phong,90415.0
an giang,tân châu,lê chánh,90416.0
an giang,tân châu,phú vĩnh,90417.0
an giang,tân châu,long phú,90418.0
an giang,tân châu,long sơn,90419.0
an giang,an phú,vĩnh lộc,90457.0
an giang,an phú,phú hữu,90458.0
an giang,an phú,khánh an,90459.0
an giang,an phú,khánh bình,90461.0
an giang,an phú,nhơn hội,90462.0
an giang,an phú,quốc thái,90463.0
an giang,an phú,phước hưng,90464.0
an giang,an phú,phú hội,90465.0
an giang,an phú,vĩnh hội đông,90466.0
an giang,an phú,đa phước,90467.0
an giang,an phú,vĩnh trường,90468.0
an giang,an phú,vĩnh hậu,90469.0
an giang,châu đốc,châu phú b,90506.0
an giang,châu đốc,châu phú a,90507.0
an giang,châu đốc,vĩnh ngươn,90508.0
an giang,châu đốc,vĩnh tế,90509.0
an giang,châu đốc,núi sam,90510.0
an giang,châu đốc,vĩnh châu,90511.0
an giang,châu đốc,vĩnh mỹ,90512.0
an giang,châu phú,vĩnh thạnh trung,90607.0
an giang,châu phú,mỹ phú,90608.0
an giang,châu phú,khánh hòa,90609.0
an giang,châu phú,mỹ đức,90610.0
an giang,châu phú,ô long vĩ,90611.0
an giang,châu phú,đào hữu cảnh,90612.0
an giang,châu phú,thạnh mỹ tây,90613.0
an giang,châu phú,bình phú,90614.0
an giang,châu phú,bình long,90615.0
an giang,châu phú,bình chánh,90616.0
an giang,châu phú,bình mỹ,90617.0
an giang,châu phú,bình thủy,90618.0
an giang,tịnh biên,an nông,90707.0
an giang,tịnh biên,an cư,90708.0
an giang,tịnh biên,an phú,90709.0
an giang,tịnh biên,nhơn hưng,90710.0
an giang,tịnh biên,thới sơn,90712.0
an giang,tịnh biên,văn giáo,90713.0
an giang,tịnh biên,vĩnh trung,90714.0
an giang,tịnh biên,núi voi,90716.0
an giang,tịnh biên,tân lợi,90717.0
an giang,tịnh biên,an hảo,90718.0
an giang,tịnh biên,tân lập,90719.0
an giang,tri tôn,châu lăng,90807.0
an giang,tri tôn,lê trì,90808.0
an giang,tri tôn,lạc quới,90810.0
an giang,tri tôn,vĩnh gia,90811.0
an giang,tri tôn,vĩnh phước,90812.0
an giang,tri tôn,lương an trà,90813.0
an giang,tri tôn,lương phi,90814.0
an giang,tri tôn,an tức,90815.0
an giang,tri tôn,núi tô,90816.0
an giang,tri tôn,ô lâm,90817.0
an giang,tri tôn,cô tô,90818.0
an giang,tri tôn,tà đảnh,90819.0
an giang,tri tôn,tân tuyến,90820.0
an giang,châu thành,bình thạnh,90907.0
an giang,châu thành,bình hòa,90908.0
an giang,châu thành,an hòa,90909.0
an giang,châu thành,cần đăng,90910.0
an giang,châu thành,vĩnh hanh,90911.0
an giang,châu thành,vĩnh bình,90912.0
an giang,châu thành,vĩnh an,90913.0
an giang,châu thành,tân phú,90914.0
an giang,châu thành,vĩnh nhuận,90915.0
an giang,châu thành,vĩnh lợi,90916.0
an giang,châu thành,hòa bình thạnh,90917.0
an giang,châu thành,vĩnh thành,90918.0
an giang,thoại sơn,định thành,90957.0
an giang,thoại sơn,vĩnh khánh,90958.0
an giang,thoại sơn,vĩnh chánh,90959.0
an giang,thoại sơn,phú thuận,90960.0
an giang,thoại sơn,vĩnh trạch,90962.0
an giang,thoại sơn,định mỹ,90963.0
an giang,thoại sơn,mỹ phú đông,90964.0
an giang,thoại sơn,vĩnh phú,90965.0
an giang,thoại sơn,tây phú,90966.0
an giang,thoại sơn,an bình,90967.0
an giang,thoại sơn,vọng thê,90968.0
an giang,thoại sơn,vọng đông,90970.0
an giang,thoại sơn,thoại giang,90971.0
an giang,thoại sơn,bình thành,90972.0
rịa - vũng tàu,bà rịa,phước hiệp,78106.0
rịa - vũng tàu,bà rịa,phước trung,78107.0
rịa - vũng tàu,bà rịa,phước nguyên,78108.0
rịa - vũng tàu,bà rịa,long toàn,78109.0
rịa - vũng tàu,bà rịa,long tâm,78110.0
rịa - vũng tàu,bà rịa,long phước,78111.0
rịa - vũng tàu,bà rịa,hòa long,78112.0
rịa - vũng tàu,bà rịa,tân hưng,78113.0
rịa - vũng tàu,bà rịa,phước hưng,78114.0
rịa - vũng tàu,bà rịa,kim dinh,78115.0
rịa - vũng tàu,bà rịa,long hương,78116.0
rịa - vũng tàu,vũng tàu,1,78206.0
rịa - vũng tàu,vũng tàu,2,78207.0
rịa - vũng tàu,vũng tàu,3,78208.0
rịa - vũng tàu,vũng tàu,4,78209.0
rịa - vũng tàu,vũng tàu,thắng tam,78210.0
rịa - vũng tàu,vũng tàu,8,78211.0
rịa - vũng tàu,vũng tàu,7,78212.0
rịa - vũng tàu,vũng tàu,thắng nhì,78213.0
rịa - vũng tàu,vũng tàu,5,78214.0
rịa - vũng tàu,vũng tàu,9,78215.0
rịa - vũng tàu,vũng tàu,nguyễn an ninh,78216.0
rịa - vũng tàu,vũng tàu,10,78217.0
rịa - vũng tàu,vũng tàu,thắng nhất,78218.0
rịa - vũng tàu,vũng tàu,rạch dừa,78219.0
rịa - vũng tàu,vũng tàu,11,78220.0
rịa - vũng tàu,vũng tàu,12,78221.0
rịa - vũng tàu,vũng tàu,long sơn,78222.0
rịa - vũng tàu,vũng tàu,bc. 1,78251.0
rịa - vũng tàu,đất đỏ,phước long thọ,78307.0
rịa - vũng tàu,đất đỏ,long tân,78308.0
rịa - vũng tàu,đất đỏ,láng dài,78309.0
rịa - vũng tàu,đất đỏ,lộc an,78310.0
rịa - vũng tàu,đất đỏ,phước hội,78311.0
rịa - vũng tàu,đất đỏ,long mỹ,78312.0
rịa - vũng tàu,long điền,an nhứt,78407.0
rịa - vũng tàu,long điền,an ngãi,78408.0
rịa - vũng tàu,long điền,tam phước,78409.0
rịa - vũng tàu,long điền,phước hưng,78410.0
rịa - vũng tàu,long điền,phước tỉnh,78411.0
rịa - vũng tàu,xuyên mộc,phước thuận,78507.0
rịa - vũng tàu,xuyên mộc,bông trang,78508.0
rịa - vũng tàu,xuyên mộc,bưng riềng,78509.0
rịa - vũng tàu,xuyên mộc,bình châu,78510.0
rịa - vũng tàu,xuyên mộc,hòa hội,78511.0
rịa - vũng tàu,xuyên mộc,hòa hiệp,78512.0
rịa - vũng tàu,xuyên mộc,tân lâm,78513.0
rịa - vũng tàu,xuyên mộc,bàu lâm,78514.0
rịa - vũng tàu,xuyên mộc,hòa hưng,78515.0
rịa - vũng tàu,xuyên mộc,hòa bình,78516.0
rịa - vũng tàu,xuyên mộc,phước tân,78517.0
rịa - vũng tàu,xuyên mộc,xuyên mộc,78518.0
rịa - vũng tàu,châu đức,bình giã,78607.0
rịa - vũng tàu,châu đức,bình trung,78608.0
rịa - vũng tàu,châu đức,quảng thành,78609.0
rịa - vũng tàu,châu đức,bang,78610.0
rịa - vũng tàu,châu đức,kim long,78611.0
rịa - vũng tàu,châu đức,cù bị,78612.0
rịa - vũng tàu,châu đức,bàu chinh,78613.0
rịa - vũng tàu,châu đức,láng lớn,78614.0
rịa - vũng tàu,châu đức,bình ba,78615.0
rịa - vũng tàu,châu đức,suối nghệ,78616.0
rịa - vũng tàu,châu đức,nghĩa thành,78617.0
rịa - vũng tàu,châu đức,đá bạc,78618.0
rịa - vũng tàu,châu đức,xuân sơn,78619.0
rịa - vũng tàu,châu đức,sơn bình,78620.0
rịa - vũng tàu,châu đức,suối rao,78621.0
rịa - vũng tàu,tân thành,mỹ xuân,78707.0
rịa - vũng tàu,tân thành,hắc dịch,78708.0
rịa - vũng tàu,tân thành,sông xoài,78709.0
rịa - vũng tàu,tân thành,tóc tiên,78710.0
rịa - vũng tàu,tân thành,tân phước,78711.0
rịa - vũng tàu,tân thành,châu pha,78712.0
rịa - vũng tàu,tân thành,tân hoà,78713.0
rịa - vũng tàu,tân thành,tân hải,78714.0
rịa - vũng tàu,tân thành,phước hòa,78715.0
bạc liêu,bạc liêu,3,97106.0
bạc liêu,bạc liêu,1,97107.0
bạc liêu,bạc liêu,7,97108.0
bạc liêu,bạc liêu,8,97109.0
bạc liêu,bạc liêu,2,97110.0
bạc liêu,bạc liêu,5,97111.0
bạc liêu,bạc liêu,vĩnh trạch,97112.0
bạc liêu,bạc liêu,vĩnh trạch đông,97113.0
bạc liêu,bạc liêu,hiệp thành,97114.0
bạc liêu,bạc liêu,nhà mát,97115.0
bạc liêu,vĩnh lợi,châu thới,97206.0
bạc liêu,vĩnh lợi,long thạnh,97207.0
bạc liêu,vĩnh lợi,hưng hội,97209.0
bạc liêu,vĩnh lợi,hưng thành,97210.0
bạc liêu,vĩnh lợi,châu hưng a,97211.0
bạc liêu,vĩnh lợi,vĩnh hưng a,97212.0
bạc liêu,vĩnh lợi,vĩnh hưng,97213.0
bạc liêu,hồng dân,vĩnh lộc,97307.0
bạc liêu,hồng dân,vĩnh lộc a,97308.0
bạc liêu,hồng dân,ninh thạnh lợi a,97309.0
bạc liêu,hồng dân,ninh thạnh lợi,97310.0
bạc liêu,hồng dân,lộc ninh,97311.0
bạc liêu,hồng dân,ninh hòa,97312.0
bạc liêu,hồng dân,ninh quới,97313.0
bạc liêu,hồng dân,ninh quới a,97314.0
bạc liêu,phước long,phước long,97407.0
bạc liêu,phước long,phong thạnh tây a,97408.0
bạc liêu,phước long,phong thạnh tây b,97409.0
bạc liêu,phước long,vĩnh phú tây,97410.0
bạc liêu,phước long,vĩnh thanh,97411.0
bạc liêu,phước long,hưng phú,97412.0
bạc liêu,phước long,vĩnh phú đông,97413.0
bạc liêu,giá rai,1,97506.0
bạc liêu,giá rai,hộ phòng,97507.0
bạc liêu,giá rai,láng tròn,97508.0
bạc liêu,giá rai,phong thạnh đông,97509.0
bạc liêu,giá rai,phong tân,97510.0
bạc liêu,giá rai,phong thạnh,97511.0
bạc liêu,giá rai,phong thạnh a,97512.0
bạc liêu,giá rai,tân phong,97513.0
bạc liêu,giá rai,phong thạnh tây,97514.0
bạc liêu,giá rai,tân thạnh,97515.0
bạc liêu,đông hải,long điền tây,97607.0
bạc liêu,đông hải,điền hải,97608.0
bạc liêu,đông hải,long điền đông,97609.0
bạc liêu,đông hải,long điền đông a,97610.0
bạc liêu,đông hải,long điền,97611.0
bạc liêu,đông hải,an trạch a,97612.0
bạc liêu,đông hải,an trạch,97613.0
bạc liêu,đông hải,định thành,97614.0
bạc liêu,đông hải,định thành a,97615.0
bạc liêu,đông hải,an phúc,97616.0
bạc liêu,hòa bình,minh diệu,97707.0
bạc liêu,hòa bình,vĩnh bình,97708.0
bạc liêu,hòa bình,vĩnh mỹ b,97709.0
bạc liêu,hòa bình,vĩnh mỹ a,97710.0
bạc liêu,hòa bình,vĩnh thịnh,97711.0
bạc liêu,hòa bình,vĩnh hậu,97712.0
bạc liêu,hòa bình,vĩnh hậu a,97713.0
bắc cạn,bắc kạn,phùng chí kiên,23106.0
bắc cạn,bắc kạn,đức xuân,23107.0
bắc cạn,bắc kạn,nguyễn thị minh khai,23108.0
bắc cạn,bắc kạn,sông cầu,23109.0
bắc cạn,bắc kạn,xuất hoá,23110.0
bắc cạn,bắc kạn,huyền tụng,23111.0
bắc cạn,bắc kạn,dương quang,23112.0
bắc cạn,bắc kạn,nông thượng,23113.0
bắc cạn,bạch thông,phương linh,23207.0
bắc cạn,bạch thông,vi hương,23208.0
bắc cạn,bạch thông,đôn phong,23209.0
bắc cạn,bạch thông,dương phong,23210.0
bắc cạn,bạch thông,quang thuận,23211.0
bắc cạn,bạch thông,lục bình,23212.0
bắc cạn,bạch thông,tú trĩ,23213.0
bắc cạn,bạch thông,tân tiến,23214.0
bắc cạn,bạch thông,quân bình,23215.0
bắc cạn,bạch thông,hà vị,23216.0
bắc cạn,bạch thông,cẩm giàng,23217.0
bắc cạn,bạch thông,nguyên phúc,23218.0
bắc cạn,bạch thông,mỹ thanh,23219.0
bắc cạn,bạch thông,cao sơn,23220.0
bắc cạn,bạch thông,sĩ bình,23221.0
bắc cạn,bạch thông,vũ muộn,23222.0
bắc cạn,ngân sơn,vân tùng,23306.0
bắc cạn,ngân sơn,đức vân,23307.0
bắc cạn,ngân sơn,bằng vân,23308.0
bắc cạn,ngân sơn,thượng ân,23309.0
bắc cạn,ngân sơn,cốc đán,23310.0
bắc cạn,ngân sơn,trung hoà,23311.0
bắc cạn,ngân sơn,lãng ngâm,23313.0
bắc cạn,ngân sơn,hương nê,23314.0
bắc cạn,ngân sơn,thuần mang,23315.0
bắc cạn,ngân sơn,thượng quan,23316.0
bắc cạn,pác nặm,bộc bố,23406.0
bắc cạn,pác nặm,bằng thành,23407.0
bắc cạn,pác nặm,nhạn môn,23408.0
bắc cạn,pác nặm,giáo hiệu,23409.0
bắc cạn,pác nặm,công bằng,23410.0
bắc cạn,pác nặm,cổ linh,23411.0
bắc cạn,pác nặm,cao tân,23412.0
bắc cạn,pác nặm,nghiên loan,23413.0
bắc cạn,pác nặm,xuân la,23414.0
bắc cạn,pác nặm,an thắng,23415.0
bắc cạn,ba bể,bành trạch,23507.0
bắc cạn,ba bể,phúc lộc,23508.0
bắc cạn,ba bể,cao trĩ,23509.0
bắc cạn,ba bể,cao thượng,23510.0
bắc cạn,ba bể,nam mẫu,23511.0
bắc cạn,ba bể,khang ninh,23512.0
bắc cạn,ba bể,thượng giáo,23513.0
bắc cạn,ba bể,địa linh,23514.0
bắc cạn,ba bể,quảng khê,23515.0
bắc cạn,ba bể,mỹ phương,23516.0
bắc cạn,ba bể,yến dương,23517.0
bắc cạn,ba bể,chu hương,23518.0
bắc cạn,ba bể,hà hiệu,23519.0
bắc cạn,ba bể,hoàng trĩ,23520.0
bắc cạn,ba bể,đồng phúc,23521.0
bắc cạn,chợ đồn,phương viên,23607.0
bắc cạn,chợ đồn,rã bản,23608.0
bắc cạn,chợ đồn,bằng phúc,23609.0
bắc cạn,chợ đồn,tân lập,23610.0
bắc cạn,chợ đồn,đồng lạc,23611.0
bắc cạn,chợ đồn,nam cường,23612.0
bắc cạn,chợ đồn,xuân lạc,23613.0
bắc cạn,chợ đồn,bản thi,23614.0
bắc cạn,chợ đồn,quảng bạch,23615.0
bắc cạn,chợ đồn,ngọc phái,23616.0
bắc cạn,chợ đồn,yên thượng,23617.0
bắc cạn,chợ đồn,yên thịnh,23618.0
bắc cạn,chợ đồn,lương bằng,23619.0
bắc cạn,chợ đồn,nghĩa tá,23620.0
bắc cạn,chợ đồn,bình trung,23621.0
bắc cạn,chợ đồn,yên nhuận,23622.0
bắc cạn,chợ đồn,yên mỹ,23623.0
bắc cạn,chợ đồn,phong huân,23624.0
bắc cạn,chợ đồn,bằng lãng,23625.0
bắc cạn,chợ đồn,đại sảo,23626.0
bắc cạn,chợ đồn,đông viên,23627.0
bắc cạn,chợ mới,yên đĩnh,23707.0
bắc cạn,chợ mới,như cố,23708.0
bắc cạn,chợ mới,nông hạ,23709.0
bắc cạn,chợ mới,cao kỳ,23710.0
bắc cạn,chợ mới,tân sơn,23711.0
bắc cạn,chợ mới,hoà mục,23712.0
bắc cạn,chợ mới,thanh vận,23713.0
bắc cạn,chợ mới,thanh mai,23714.0
bắc cạn,chợ mới,mai lạp,23715.0
bắc cạn,chợ mới,nông thịnh,23716.0
bắc cạn,chợ mới,thanh bình,23717.0
bắc cạn,chợ mới,quảng chu,23718.0
bắc cạn,chợ mới,bình văn,23719.0
bắc cạn,chợ mới,yên hân,23720.0
bắc cạn,chợ mới,yên cư,23721.0
bắc cạn,na rì,lương hạ,23807.0
bắc cạn,na rì,cường lợi,23808.0
bắc cạn,na rì,vũ loan,23809.0
bắc cạn,na rì,văn học,23810.0
bắc cạn,na rì,lạng san,23811.0
bắc cạn,na rì,lương thượng,23812.0
bắc cạn,na rì,kim hỷ,23813.0
bắc cạn,na rì,ân tình,23814.0
bắc cạn,na rì,côn minh,23815.0
bắc cạn,na rì,quang phong,23816.0
bắc cạn,na rì,đổng xá,23817.0
bắc cạn,na rì,liêm thuỷ,23818.0
bắc cạn,na rì,xuân dương,23819.0
bắc cạn,na rì,dương sơn,23820.0
bắc cạn,na rì,hảo nghĩa,23821.0
bắc cạn,na rì,hữu thác,23822.0
bắc cạn,na rì,cư lễ,23823.0
bắc cạn,na rì,văn minh,23824.0
bắc cạn,na rì,lương thành,23825.0
bắc cạn,na rì,lam sơn,23826.0
bắc cạn,na rì,kim lư,23827.0
bắc giang,bắc giang,trần phú,26106.0
bắc giang,bắc giang,ngô quyền,26107.0
bắc giang,bắc giang,xương giang,26108.0
bắc giang,bắc giang,thọ xương,26109.0
bắc giang,bắc giang,trần nguyên hãn,26110.0
bắc giang,bắc giang,mỹ độ,26111.0
bắc giang,bắc giang,song mai,26112.0
bắc giang,bắc giang,đa mai,26113.0
bắc giang,bắc giang,tân mỹ,26114.0
bắc giang,bắc giang,song khê,26115.0
bắc giang,bắc giang,đồng sơn,26116.0
bắc giang,bắc giang,tân tiến,26117.0
bắc giang,bắc giang,lê lợi,26118.0
bắc giang,bắc giang,hoàng văn thụ,26119.0
bắc giang,bắc giang,dĩnh kế,26120.0
bắc giang,bắc giang,dĩnh trì,26121.0
bắc giang,việt yên,nghĩa trung,26157.0
bắc giang,việt yên,minh đức,26158.0
bắc giang,việt yên,thượng lan,26159.0
bắc giang,việt yên,việt tiến,26160.0
bắc giang,việt yên,hương mai,26161.0
bắc giang,việt yên,tự lạn,26162.0
bắc giang,việt yên,bích sơn,26163.0
bắc giang,việt yên,trung sơn,26164.0
bắc giang,việt yên,tiên sơn,26165.0
bắc giang,việt yên,vân hà,26166.0
bắc giang,việt yên,ninh sơn,26167.0
bắc giang,việt yên,quảng minh,26168.0
bắc giang,việt yên,quang châu,26170.0
bắc giang,việt yên,vân trung,26171.0
bắc giang,việt yên,hoàng ninh,26172.0
bắc giang,việt yên,tăng tiến,26173.0
bắc giang,việt yên,hồng thái,26174.0
bắc giang,yên dũng,cảnh thụy,26207.0
bắc giang,yên dũng,tiến dũng,26208.0
bắc giang,yên dũng,lãng sơn,26209.0
bắc giang,yên dũng,đức giang,26210.0
bắc giang,yên dũng,trí yên,26211.0
bắc giang,yên dũng,quỳnh sơn,26212.0
bắc giang,yên dũng,lão hộ,26213.0
bắc giang,yên dũng,tân an,26214.0
bắc giang,yên dũng,hương gián,26216.0
bắc giang,yên dũng,xuân phú,26217.0
bắc giang,yên dũng,tân liễu,26218.0
bắc giang,yên dũng,tiền phong,26219.0
bắc giang,yên dũng,nội hoàng,26220.0
bắc giang,yên dũng,yên lư,26221.0
bắc giang,yên dũng,nham sơn,26222.0
bắc giang,yên dũng,thắng cương,26223.0
bắc giang,yên dũng,tư mại,26224.0
bắc giang,yên dũng,đồng phúc,26225.0
bắc giang,yên dũng,đồng việt,26226.0
bắc giang,lục nam,tiên hưng,26307.0
bắc giang,lục nam,tiên nha,26308.0
bắc giang,lục nam,đông hưng,26309.0
bắc giang,lục nam,đông phú,26310.0
bắc giang,lục nam,tam dị,26311.0
bắc giang,lục nam,bảo sơn,26312.0
bắc giang,lục nam,bảo đài,26313.0
bắc giang,lục nam,thanh lâm,26314.0
bắc giang,lục nam,phương sơn,26315.0
bắc giang,lục nam,chu điện,26316.0
bắc giang,lục nam,lan mẫu,26317.0
bắc giang,lục nam,yên sơn,26318.0
bắc giang,lục nam,vũ xá,26319.0
bắc giang,lục nam,đan hội,26320.0
bắc giang,lục nam,cẩm lý,26321.0
bắc giang,lục nam,bắc lũng,26322.0
bắc giang,lục nam,khám lạng,26323.0
bắc giang,lục nam,huyền sơn,26324.0
bắc giang,lục nam,cương sơn,26326.0
bắc giang,lục nam,nghĩa phương,26327.0
bắc giang,lục nam,trường giang,26328.0
bắc giang,lục nam,vô tranh,26329.0
bắc giang,lục nam,trường sơn,26330.0
bắc giang,lục nam,bình sơn,26331.0
bắc giang,lục nam,lục sơn,26332.0
bắc giang,sơn động,an lập,26407.0
bắc giang,sơn động,lệ viễn,26408.0
bắc giang,sơn động,vĩnh khương,26409.0
bắc giang,sơn động,vân sơn,26410.0
bắc giang,sơn động,hữu sản,26411.0
bắc giang,sơn động,thạch sơn,26412.0
bắc giang,sơn động,phúc thắng,26413.0
bắc giang,sơn động,quế sơn,26414.0
bắc giang,sơn động,chiên sơn,26415.0
bắc giang,sơn động,giáo liêm,26416.0
bắc giang,sơn động,cẩm đàn,26417.0
bắc giang,sơn động,yên định,26418.0
bắc giang,sơn động,an bá,26419.0
bắc giang,sơn động,an châu,26420.0
bắc giang,sơn động,an lạc,26421.0
bắc giang,sơn động,dương hưu,26422.0
bắc giang,sơn động,long sơn,26423.0
bắc giang,sơn động,bồng am,26424.0
bắc giang,sơn động,tuấn đạo,26425.0
bắc giang,sơn động,tuấn mậu,26426.0
bắc giang,sơn động,thanh luận,26428.0
bắc giang,lục ngạn,phì điền,26507.0
bắc giang,lục ngạn,nghĩa hồ,26508.0
bắc giang,lục ngạn,tân quang,26509.0
bắc giang,lục ngạn,đồng cốc,26510.0
bắc giang,lục ngạn,tân hoa,26511.0
bắc giang,lục ngạn,biển động,26512.0
bắc giang,lục ngạn,kim sơn,26513.0
bắc giang,lục ngạn,lý,26514.0
bắc giang,lục ngạn,phong minh,26515.0
bắc giang,lục ngạn,phong vân,26516.0
bắc giang,lục ngạn,tân sơn,26517.0
bắc giang,lục ngạn,cấm sơn,26518.0
bắc giang,lục ngạn,sơn hải,26519.0
bắc giang,lục ngạn,hộ đáp,26520.0
bắc giang,lục ngạn,biên sơn,26521.0
bắc giang,lục ngạn,giáp sơn,26522.0
bắc giang,lục ngạn,hồng giang,26523.0
bắc giang,lục ngạn,thanh hải,26524.0
bắc giang,lục ngạn,kiên thành,26525.0
bắc giang,lục ngạn,kiên lao,26526.0
bắc giang,lục ngạn,quý sơn,26527.0
bắc giang,lục ngạn,trù hựu,26528.0
bắc giang,lục ngạn,nam dương,26529.0
bắc giang,lục ngạn,mỹ an,26530.0
bắc giang,lục ngạn,phượng sơn,26531.0
bắc giang,lục ngạn,tân mộc,26532.0
bắc giang,lục ngạn,tân lập,26533.0
bắc giang,lục ngạn,đèo gia,26534.0
bắc giang,lục ngạn,phú nhuận,26535.0
bắc giang,lạng giang,yên mỹ,26607.0
bắc giang,lạng giang,tân hưng,26608.0
bắc giang,lạng giang,hương sơn,26609.0
bắc giang,lạng giang,quang thịnh,26611.0
bắc giang,lạng giang,nghĩa hòa,26612.0
bắc giang,lạng giang,nghĩa hưng,26613.0
bắc giang,lạng giang,đào mỹ,26614.0
bắc giang,lạng giang,an hà,26615.0
bắc giang,lạng giang,tân thịnh,26616.0
bắc giang,lạng giang,hương lạc,26617.0
bắc giang,lạng giang,tiên lục,26618.0
bắc giang,lạng giang,mỹ hà,26619.0
bắc giang,lạng giang,dương đức,26620.0
bắc giang,lạng giang,tân thanh,26621.0
bắc giang,lạng giang,mỹ thái,26622.0
bắc giang,lạng giang,xuân hương,26623.0
bắc giang,lạng giang,phi mô,26624.0
bắc giang,lạng giang,xương lâm,26625.0
bắc giang,lạng giang,tân dĩnh,26626.0
bắc giang,lạng giang,thái đào,26627.0
bắc giang,lạng giang,đại lâm,26628.0
bắc giang,yên thế,đồng tâm,26707.0
bắc giang,yên thế,hồng kỳ,26708.0
bắc giang,yên thế,đồng hưu,26709.0
bắc giang,yên thế,đồng vương,26710.0
bắc giang,yên thế,đồng tiến,26711.0
bắc giang,yên thế,canh nậu,26712.0
bắc giang,yên thế,xuân lương,26713.0
bắc giang,yên thế,tam tiến,26714.0
bắc giang,yên thế,tam hiệp,26715.0
bắc giang,yên thế,tiến thắng,26716.0
bắc giang,yên thế,an thượng,26717.0
bắc giang,yên thế,tân hiệp,26718.0
bắc giang,yên thế,phồn xương,26719.0
bắc giang,yên thế,đồng lạc,26720.0
bắc giang,yên thế,tân sỏi,26721.0
bắc giang,yên thế,bố hạ,26722.0
bắc giang,yên thế,đồng kỳ,26724.0
bắc giang,yên thế,hương vĩ,26725.0
bắc giang,yên thế,đông sơn,26726.0
bắc giang,tân yên,cao thượng,26807.0
bắc giang,tân yên,hợp đức,26808.0
bắc giang,tân yên,phúc hòa,26809.0
bắc giang,tân yên,tân trung,26810.0
bắc giang,tân yên,nhã nam,26812.0
bắc giang,tân yên,lan giới,26813.0
bắc giang,tân yên,đại hóa,26814.0
bắc giang,tân yên,quang tiến,26815.0
bắc giang,tân yên,an dương,26816.0
bắc giang,tân yên,liên sơn,26817.0
bắc giang,tân yên,cao xá,26818.0
bắc giang,tân yên,ngọc châu,26819.0
bắc giang,tân yên,song vân,26820.0
bắc giang,tân yên,lam cốt,26821.0
bắc giang,tân yên,phúc sơn,26822.0
bắc giang,tân yên,việt ngọc,26823.0
bắc giang,tân yên,ngọc vân,26824.0
bắc giang,tân yên,ngọc thiện,26825.0
bắc giang,tân yên,ngọc lý,26826.0
bắc giang,tân yên,việt lập,26827.0
bắc giang,tân yên,quế nham,26828.0
bắc giang,tân yên,liên chung,26829.0
bắc giang,hiệp hòa,ngọc sơn,26907.0
bắc giang,hiệp hòa,hoàng thanh,26908.0
bắc giang,hiệp hòa,hoàng lương,26909.0
bắc giang,hiệp hòa,thanh vân,26910.0
bắc giang,hiệp hòa,đồng tân,26911.0
bắc giang,hiệp hòa,hoàng vân,26912.0
bắc giang,hiệp hòa,hoàng an,26913.0
bắc giang,hiệp hòa,đức thắng,26914.0
bắc giang,hiệp hòa,thái sơn,26915.0
bắc giang,hiệp hòa,hòa sơn,26916.0
bắc giang,hiệp hòa,quang minh,26917.0
bắc giang,hiệp hòa,hùng sơn,26918.0
bắc giang,hiệp hòa,đại thành,26919.0
bắc giang,hiệp hòa,hợp thịnh,26920.0
