province,district,ward,ward_code
thái bình,hưng hà,kim chung,6734.0
thái bình,hưng hà,minh tân,6735.0
thái bình,hưng hà,độc lập,6736.0
thái bình,hưng hà,minh hòa,6737.0
thái bình,hưng hà,hồng minh,6738.0
thái bình,hưng hà,chí hòa,6739.0
thái bình,hưng hà,văn lang,6740.0
thái bình,đông hưng,đông xá,6807.0
thái bình,đông hưng,đông cường,6808.0
thái bình,đông hưng,đông phương,6809.0
thái bình,đông hưng,đông sơn,6810.0
thái bình,đông hưng,đông la,6811.0
thái bình,đông hưng,liên giang,6812.0
thái bình,đông hưng,đô lương,6813.0
thái bình,đông hưng,an châu,6814.0
thái bình,đông hưng,phú lương,6815.0
thái bình,đông hưng,mê linh,6816.0
thái bình,đông hưng,hơp tiến,6817.0
thái bình,đông hưng,chương dương,6818.0
thái bình,đông hưng,lô giang,6819.0
thái bình,đông hưng,minh tân,6820.0
thái bình,đông hưng,thăng long,6821.0
thái bình,đông hưng,hồng việt,6822.0
thái bình,đông hưng,hồng châu,6823.0
thái bình,đông hưng,bạch đằng,6824.0
thái bình,đông hưng,hồng giang,6825.0
thái bình,đông hưng,hoa nam,6826.0
thái bình,đông hưng,hoa lư,6827.0
thái bình,đông hưng,minh châu,6828.0
thái bình,đông hưng,đồng phú,6829.0
thái bình,đông hưng,trọng quan,6830.0
thái bình,đông hưng,phú châu,6831.0
thái bình,đông hưng,phong châu,6832.0
thái bình,đông hưng,nguyên xá,6833.0
thái bình,đông hưng,đông hơp,6834.0
thái bình,đông hưng,đông các,6835.0
thái bình,đông hưng,đông động,6836.0
thái bình,đông hưng,đông quang,6837.0
thái bình,đông hưng,đông dương,6838.0
thái bình,đông hưng,đông xuân,6839.0
thái bình,đông hưng,đông vinh,6840.0
thái bình,đông hưng,đông hoàng,6841.0
thái bình,đông hưng,đông á,6842.0
thái bình,đông hưng,đông huy,6843.0
thái bình,đông hưng,đông phong,6844.0
thái bình,đông hưng,đông lĩnh,6845.0
thái bình,đông hưng,đông tân,6846.0
thái bình,đông hưng,đông kinh,6847.0
thái bình,đông hưng,đông giang,6848.0
thái bình,đông hưng,đông hà,6849.0
thái bình,vũ thư,minh quang,6907.0
thái bình,vũ thư,tân hòa,6908.0
thái bình,vũ thư,tân phong,6909.0
thái bình,vũ thư,phúc thành,6910.0
thái bình,vũ thư,minh lãng,6911.0
thái bình,vũ thư,minh khai,6912.0
thái bình,vũ thư,song lãng,6913.0
thái bình,vũ thư,hiệp hòa,6914.0
thái bình,vũ thư,xuân hòa,6915.0
thái bình,vũ thư,đồng thanh,6916.0
thái bình,vũ thư,hồng lý,6917.0
thái bình,vũ thư,việt hùng,6918.0
thái bình,vũ thư,tam quang,6919.0
thái bình,vũ thư,dũng nghĩa,6920.0
thái bình,vũ thư,bách thuận,6921.0
thái bình,vũ thư,tân lập,6922.0
thái bình,vũ thư,tự tân,6923.0
thái bình,vũ thư,nguyên xá,6924.0
thái bình,vũ thư,hồng phong,6925.0
thái bình,vũ thư,duy nhất,6926.0
thái bình,vũ thư,vũ tiến,6927.0
thái bình,vũ thư,vũ đoài,6928.0
thái bình,vũ thư,vũ vân,6929.0
thái bình,vũ thư,vũ vinh,6930.0
thái bình,vũ thư,vũ hội,6931.0
thái bình,vũ thư,việt thuận,6932.0
thái bình,vũ thư,trung an,6933.0
thái bình,vũ thư,song an,6934.0
thái bình,vũ thư,hòa bình,6935.0
thái nguyên,thái nguyên,trưng vương,24106.0
thái nguyên,thái nguyên,linh sơn,24107.0
thái nguyên,thái nguyên,đồng bẩm,24108.0
thái nguyên,thái nguyên,chùa hang,24109.0
thái nguyên,thái nguyên,cao ngạn,24110.0
thái nguyên,thái nguyên,sơn cẩm,24111.0
thái nguyên,thái nguyên,tân long,24112.0
thái nguyên,thái nguyên,phúc hà,24113.0
thái nguyên,thái nguyên,quán triều,24114.0
thái nguyên,thái nguyên,quang vinh,24115.0
thái nguyên,thái nguyên,hoàng văn thụ,24116.0
thái nguyên,thái nguyên,quang trung,24117.0
thái nguyên,thái nguyên,tân thịnh,24118.0
thái nguyên,thái nguyên,quyết thắng,24119.0
thái nguyên,thái nguyên,phúc xuân,24120.0
thái nguyên,thái nguyên,phúc trìu,24121.0
thái nguyên,thái nguyên,thịnh đán,24122.0
thái nguyên,thái nguyên,đồng quang,24123.0
thái nguyên,thái nguyên,phan đình phùng,24124.0
thái nguyên,thái nguyên,túc duyên,24125.0
thái nguyên,thái nguyên,huống thượng,24126.0
thái nguyên,thái nguyên,gia sàng,24127.0
thái nguyên,thái nguyên,tân lập,24128.0
thái nguyên,thái nguyên,tân cương,24129.0
thái nguyên,thái nguyên,thịnh đức,24130.0
thái nguyên,thái nguyên,tích lương,24131.0
thái nguyên,thái nguyên,phú xá,24132.0
thái nguyên,thái nguyên,cam giá,24133.0
thái nguyên,thái nguyên,hương sơn,24134.0
thái nguyên,thái nguyên,trung thành,24135.0
thái nguyên,thái nguyên,tân thành,24136.0
thái nguyên,thái nguyên,đồng liên,24137.0
thái nguyên,đồng hỷ,hóa thượng,24206.0
thái nguyên,đồng hỷ,hóa trung,24207.0
thái nguyên,đồng hỷ,quang sơn,24209.0
thái nguyên,đồng hỷ,tân long,24210.0
thái nguyên,đồng hỷ,văn lăng,24211.0
thái nguyên,đồng hỷ,hòa bình,24212.0
thái nguyên,đồng hỷ,minh lập,24213.0
thái nguyên,đồng hỷ,khe mo,24214.0
thái nguyên,đồng hỷ,nam hòa,24215.0
thái nguyên,đồng hỷ,tân lợi,24217.0
thái nguyên,đồng hỷ,hợp tiến,24218.0
thái nguyên,đồng hỷ,cây thị,24219.0
thái nguyên,đồng hỷ,văn hán,24220.0
thái nguyên,võ nhai,phú thượng,24307.0
thái nguyên,võ nhai,nghinh tường,24308.0
thái nguyên,võ nhai,sảng mộc,24309.0
thái nguyên,võ nhai,thần xa,24310.0
thái nguyên,võ nhai,thượng nung,24311.0
thái nguyên,võ nhai,vũ chấn,24312.0
thái nguyên,võ nhai,cúc đường,24313.0
thái nguyên,võ nhai,la hiên,24314.0
thái nguyên,võ nhai,lâu thượng,24315.0
thái nguyên,võ nhai,liên minh,24316.0
thái nguyên,võ nhai,tràng xá,24317.0
thái nguyên,võ nhai,dân tiến,24318.0
thái nguyên,võ nhai,bình long,24319.0
thái nguyên,võ nhai,phương giao,24320.0
thái nguyên,phú lương,động đạt,24407.0
thái nguyên,phú lương,yên lạc,24408.0
thái nguyên,phú lương,yên ninh,24409.0
thái nguyên,phú lương,yên trạch,24410.0
thái nguyên,phú lương,yên đổ,24411.0
thái nguyên,phú lương,ôn lương,24412.0
thái nguyên,phú lương,hợp thành,24413.0
thái nguyên,phú lương,phủ lý,24414.0
thái nguyên,phú lương,phấn mễ,24415.0
thái nguyên,phú lương,cổ lũng,24417.0
thái nguyên,phú lương,vô tranh,24418.0
thái nguyên,phú lương,tức tranh,24419.0
thái nguyên,phú lương,phú đô,24420.0
thái nguyên,định hóa,tân dương,24507.0
thái nguyên,định hóa,tân thịnh,24508.0
thái nguyên,định hóa,lam vỹ,24509.0
thái nguyên,định hóa,linh thông,24510.0
thái nguyên,định hóa,quy kỳ,24511.0
thái nguyên,định hóa,kim phượng,24512.0
thái nguyên,định hóa,kim sơn,24513.0
thái nguyên,định hóa,bảo linh,24514.0
thái nguyên,định hóa,phúc chu,24515.0
thái nguyên,định hóa,bảo cường,24516.0
thái nguyên,định hóa,đồng thịnh,24517.0
thái nguyên,định hóa,định biên,24518.0
thái nguyên,định hóa,thanh định,24519.0
thái nguyên,định hóa,điềm mặc,24520.0
thái nguyên,định hóa,phú đình,24521.0
thái nguyên,định hóa,bình thành,24522.0
thái nguyên,định hóa,sơn phú,24523.0
thái nguyên,định hóa,bình yên,24524.0
thái nguyên,định hóa,bộc nhiêu,24525.0
thái nguyên,định hóa,trung lương,24526.0
thái nguyên,định hóa,phú tiến,24527.0
thái nguyên,định hóa,trung hội,24528.0
thái nguyên,định hóa,phượng tiến,24529.0
thái nguyên,đại từ,tân linh,24607.0
thái nguyên,đại từ,phú lạc,24608.0
thái nguyên,đại từ,đức lương,24609.0
thái nguyên,đại từ,phúc lương,24610.0
thái nguyên,đại từ,minh tiến,24611.0
thái nguyên,đại từ,phú cường,24612.0
thái nguyên,đại từ,na mao,24613.0
thái nguyên,đại từ,yên lãng,24614.0
thái nguyên,đại từ,phú xuyên,24615.0
thái nguyên,đại từ,phú thịnh,24616.0
thái nguyên,đại từ,bản ngoại,24617.0
thái nguyên,đại từ,la bằng,24618.0
thái nguyên,đại từ,hoàng nông,24619.0
thái nguyên,đại từ,tiên hội,24620.0
thái nguyên,đại từ,khôi kỳ,24621.0
thái nguyên,đại từ,mỹ yên,24622.0
thái nguyên,đại từ,văn yên,24623.0
thái nguyên,đại từ,ký phú,24624.0
thái nguyên,đại từ,cát nê,24625.0
thái nguyên,đại từ,quân chu,24626.0
thái nguyên,đại từ,vạn thọ,24628.0
thái nguyên,đại từ,lục ba,24629.0
thái nguyên,đại từ,bình thuận,24630.0
thái nguyên,đại từ,tân thái,24631.0
thái nguyên,đại từ,hà thượng,24632.0
thái nguyên,đại từ,phục linh,24633.0
thái nguyên,đại từ,cù vân,24634.0
thái nguyên,đại từ,an khánh,24635.0
thái nguyên,phổ yên,ba hàng,24706.0
thái nguyên,phổ yên,đồng tiến,24707.0
thái nguyên,phổ yên,bãi bông,24707.0
thái nguyên,phổ yên,bắc sơn,24708.0
thái nguyên,phổ yên,hồng tiến,24709.0
thái nguyên,phổ yên,phúc tân,24710.0
thái nguyên,phổ yên,đắc sơn,24711.0
thái nguyên,phổ yên,thành công,24712.0
thái nguyên,phổ yên,minh đức,24713.0
thái nguyên,phổ yên,vạn phái,24714.0
thái nguyên,phổ yên,phúc thuận,24715.0
thái nguyên,phổ yên,nam tiến,24716.0
thái nguyên,phổ yên,trung thành,24717.0
thái nguyên,phổ yên,thuận thành,24718.0
thái nguyên,phổ yên,tân phú,24719.0
thái nguyên,phổ yên,đông cao,24720.0
thái nguyên,phổ yên,tân hương,24721.0
thái nguyên,phổ yên,tiên phong,24722.0
thái nguyên,sông công,bách quang,24806.0
thái nguyên,sông công,bá xuyên,24807.0
thái nguyên,sông công,lương châu,24808.0
thái nguyên,sông công,mỏ chè,24809.0
thái nguyên,sông công,thắng lợi,24810.0
thái nguyên,sông công,phố cò,24811.0
thái nguyên,sông công,cải đan,24812.0
thái nguyên,sông công,lương sơn,24813.0
thái nguyên,sông công,tân quang,24814.0
thái nguyên,sông công,bình sơn,24815.0
thái nguyên,sông công,vinh sơn,24816.0
thái nguyên,phú bình,tân hòa,24907.0
thái nguyên,phú bình,tân thành,24908.0
thái nguyên,phú bình,tân kim,24909.0
thái nguyên,phú bình,tân khánh,24910.0
thái nguyên,phú bình,bàn đạt,24911.0
thái nguyên,phú bình,đào xá,24912.0
thái nguyên,phú bình,thượng đình,24913.0
thái nguyên,phú bình,bảo lý,24914.0
thái nguyên,phú bình,nhã lộng,24915.0
thái nguyên,phú bình,điềm thụy,24916.0
thái nguyên,phú bình,nga my,24917.0
thái nguyên,phú bình,úc kỳ,24918.0
thái nguyên,phú bình,xuân phương,24919.0
thái nguyên,phú bình,hà châu,24920.0
thái nguyên,phú bình,kha sơn,24921.0
thái nguyên,phú bình,lương phú,24922.0
thái nguyên,phú bình,thanh ninh,24923.0
thái nguyên,phú bình,dương thành,24924.0
thái nguyên,phú bình,tân đức,24925.0
thanh hóa,thanh hóa,hàm rồng,40106.0
thanh hóa,thanh hóa,tào xuyên,40107.0
thanh hóa,thanh hóa,thiệu dương,40108.0
thanh hóa,thanh hóa,đông cương,40109.0
thanh hóa,thanh hóa,đông thọ,40110.0
thanh hóa,thanh hóa,trường thi,40111.0
thanh hóa,thanh hóa,nam ngạn,40112.0
thanh hóa,thanh hóa,hoằng long,40113.0
thanh hóa,thanh hóa,hoằng anh,40114.0
thanh hóa,thanh hóa,hoằng lý,40115.0
thanh hóa,thanh hóa,thiệu khánh,40116.0
thanh hóa,thanh hóa,thiệu vân,40117.0
thanh hóa,thanh hóa,đông lĩnh,40118.0
thanh hóa,thanh hóa,phú sơn,40119.0
thanh hóa,thanh hóa,điện biên,40120.0
thanh hóa,thanh hóa,ba đình,40121.0
thanh hóa,thanh hóa,ngọc trạo,40122.0
thanh hóa,thanh hóa,lam sơn,40123.0
thanh hóa,thanh hóa,đông hương,40124.0
thanh hóa,thanh hóa,đông hải,40125.0
thanh hóa,thanh hóa,hoằng quang,40126.0
thanh hóa,thanh hóa,hoằng đại,40127.0
thanh hóa,thanh hóa,quảng hưng,40128.0
thanh hóa,thanh hóa,đông sơn,40129.0
thanh hóa,thanh hóa,đông vệ,40130.0
thanh hóa,thanh hóa,quảng thắng,40131.0
thanh hóa,thanh hóa,tân sơn,40132.0
thanh hóa,thanh hóa,đông tân,40133.0
thanh hóa,thanh hóa,an hoạch,40134.0
thanh hóa,thanh hóa,đông hưng,40135.0
thanh hóa,thanh hóa,đông vinh,40136.0
thanh hóa,thanh hóa,quảng thịnh,40137.0
thanh hóa,thanh hóa,quảng thành,40138.0
thanh hóa,thanh hóa,quảng đông,40139.0
thanh hóa,thanh hóa,quảng phú,40140.0
thanh hóa,thanh hóa,quảng tâm,40141.0
thanh hóa,thanh hóa,quảng cát,40142.0
thanh hóa,sầm sơn,trường sơn,40206.0
thanh hóa,sầm sơn,bắc sơn,40207.0
thanh hóa,sầm sơn,trung sơn,40208.0
thanh hóa,sầm sơn,quảng cư,40209.0
thanh hóa,sầm sơn,quảng tiến,40210.0
thanh hóa,sầm sơn,quảng châu,40211.0
thanh hóa,sầm sơn,quảng thọ,40212.0
thanh hóa,sầm sơn,quảng vinh,40213.0
thanh hóa,sầm sơn,quảng đại,40214.0
thanh hóa,sầm sơn,quảng hùng,40215.0
thanh hóa,sầm sơn,quảng minh,40216.0
thanh hóa,hoằng hóa,hoằng đạo,40307.0
thanh hóa,hoằng hóa,hoằng ngọc,40308.0
thanh hóa,hoằng hóa,hoằng đông,40309.0
thanh hóa,hoằng hóa,hoằng phụ,40310.0
thanh hóa,hoằng hóa,hoằng thanh,40311.0
thanh hóa,hoằng hóa,hoằng tiến,40312.0
thanh hóa,hoằng hóa,hoằng hải,40313.0
thanh hóa,hoằng hóa,hoằng trường,40314.0
thanh hóa,hoằng hóa,hoằng yến,40315.0
thanh hóa,hoằng hóa,hoằng hà,40316.0
thanh hóa,hoằng hóa,hoằng phúc,40317.0
thanh hóa,hoằng hóa,hoằng đạt,40318.0
thanh hóa,hoằng hóa,hoằng xuyên,40319.0
thanh hóa,hoằng hóa,hoằng đức,40320.0
thanh hóa,hoằng hóa,hoằng khê,40321.0
thanh hóa,hoằng hóa,hoằng quý,40322.0
thanh hóa,hoằng hóa,hoằng sơn,40323.0
thanh hóa,hoằng hóa,hoằng lương,40324.0
thanh hóa,hoằng hóa,hoằng trinh,40325.0
thanh hóa,hoằng hóa,hoằng trung,40326.0
thanh hóa,hoằng hóa,hoằng kim,40327.0
thanh hóa,hoằng hóa,hoằng khánh,40328.0
thanh hóa,hoằng hóa,hoằng xuân,40329.0
thanh hóa,hoằng hóa,hoằng phương,40330.0
thanh hóa,hoằng hóa,hoằng phú,40331.0
thanh hóa,hoằng hóa,hoằng giang,40332.0
thanh hóa,hoằng hóa,hoằng hơp,40333.0
thanh hóa,hoằng hóa,hoằng quỳ,40334.0
thanh hóa,hoằng hóa,hoằng cát,40335.0
thanh hóa,hoằng hóa,hoằng minh,40336.0
thanh hóa,hoằng hóa,hoằng vinh,40337.0
thanh hóa,hoằng hóa,hoằng đồng,40338.0
thanh hóa,hoằng hóa,hoằng thịnh,40339.0
thanh hóa,hoằng hóa,hoằng lộc,40340.0
thanh hóa,hoằng hóa,hoằng thái,40341.0
thanh hóa,hoằng hóa,hoằng thắng,40342.0
thanh hóa,hoằng hóa,hoằng lưu,40343.0
thanh hóa,hoằng hóa,hoằng thành,40344.0
thanh hóa,hoằng hóa,hoằng trạch,40345.0
thanh hóa,hoằng hóa,hoằng phong,40346.0
thanh hóa,hoằng hóa,hoằng tân,40347.0
thanh hóa,hoằng hóa,hoằng châu,40348.0
thanh hóa,hậu lộc,xuân lộc,40407.0
thanh hóa,hậu lộc,hòa lộc,40408.0
thanh hóa,hậu lộc,hải lộc,40409.0
thanh hóa,hậu lộc,minh lộc,40410.0
thanh hóa,hậu lộc,phú lộc,40411.0
thanh hóa,hậu lộc,thịnh lộc,40412.0
thanh hóa,hậu lộc,hoa lộc,40413.0
thanh hóa,hậu lộc,ngư lộc,40414.0
thanh hóa,hậu lộc,đa lộc,40415.0
thanh hóa,hậu lộc,hưng lộc,40416.0
thanh hóa,hậu lộc,liên lộc,40417.0
thanh hóa,hậu lộc,quang lộc,40418.0
thanh hóa,hậu lộc,tuy lộc,40419.0
thanh hóa,hậu lộc,phong lộc,40420.0
thanh hóa,hậu lộc,cầu lộc,40421.0
thanh hóa,hậu lộc,thành lộc,40422.0
thanh hóa,hậu lộc,đồng lộc,40423.0
thanh hóa,hậu lộc,đại lộc,40424.0
thanh hóa,hậu lộc,châu lộc,40425.0
thanh hóa,hậu lộc,triệu lộc,40426.0
thanh hóa,hậu lộc,tiến lộc,40427.0
thanh hóa,hậu lộc,lộc sơn,40428.0
thanh hóa,hậu lộc,lộc tân,40429.0
thanh hóa,hậu lộc,mỹ lộc,40430.0
thanh hóa,hậu lộc,văn lộc,40431.0
thanh hóa,hậu lộc,thuần lộc,40432.0
thanh hóa,nga sơn,nga yên,40507.0
thanh hóa,nga sơn,nga hải,40508.0
thanh hóa,nga sơn,nga liên,40509.0
thanh hóa,nga sơn,nga thành,40510.0
thanh hóa,nga sơn,nga an,40511.0
thanh hóa,nga sơn,nga thái,40512.0
thanh hóa,nga sơn,nga phú,40513.0
thanh hóa,nga sơn,nga điền,40514.0
thanh hóa,nga sơn,nga giáp,40515.0
thanh hóa,nga sơn,nga thiện,40516.0
thanh hóa,nga sơn,nga trường,40517.0
thanh hóa,nga sơn,nga vịnh,40518.0
thanh hóa,nga sơn,ba đình,40519.0
thanh hóa,nga sơn,nga tiến,40520.0
thanh hóa,nga sơn,nga văn,40521.0
thanh hóa,nga sơn,nga thắng,40522.0
thanh hóa,nga sơn,nga mỹ,40523.0
thanh hóa,nga sơn,nga lĩnh,40524.0
thanh hóa,nga sơn,nga thạch,40525.0
thanh hóa,nga sơn,nga nhân,40526.0
thanh hóa,nga sơn,nga bạch,40527.0
thanh hóa,nga sơn,nga trung,40528.0
thanh hóa,nga sơn,nga hưng,40529.0
thanh hóa,nga sơn,nga thanh,40530.0
thanh hóa,nga sơn,nga thủy,40531.0
thanh hóa,nga sơn,nga tân,40532.0
thanh hóa,hà trung,hà lai,40607.0
thanh hóa,hà trung,hà châu,40608.0
thanh hóa,hà trung,hà vinh,40609.0
thanh hóa,hà trung,hà thanh,40610.0
thanh hóa,hà trung,hà vân,40611.0
thanh hóa,hà trung,hà dương,40612.0
thanh hóa,hà trung,hà yên,40613.0
thanh hóa,hà trung,hà bình,40614.0
thanh hóa,hà trung,hà ninh,40615.0
thanh hóa,hà trung,hà thái,40616.0
thanh hóa,hà trung,hà lâm,40617.0
thanh hóa,hà trung,hà phú,40618.0
thanh hóa,hà trung,hà hải,40619.0
thanh hóa,hà trung,hà ngọc,40620.0
thanh hóa,hà trung,hà phong,40621.0
thanh hóa,hà trung,hà bắc,40622.0
thanh hóa,hà trung,hà long,40623.0
thanh hóa,hà trung,hà giang,40624.0
thanh hóa,hà trung,hà tiến,40625.0
thanh hóa,hà trung,hà tân,40626.0
thanh hóa,hà trung,hà lĩnh,40627.0
thanh hóa,hà trung,hà đông,40628.0
thanh hóa,hà trung,hà sơn,40629.0
thanh hóa,hà trung,hà toại,40630.0
thanh hóa,bỉm sơn,ba đình,40706.0
thanh hóa,bỉm sơn,lam sơn,40707.0
thanh hóa,bỉm sơn,đông sơn,40708.0
thanh hóa,bỉm sơn,hà lan,40709.0
thanh hóa,bỉm sơn,quang trung,40710.0
thanh hóa,bỉm sơn,phú sơn,40711.0
thanh hóa,bỉm sơn,ngọc trạo,40712.0
thanh hóa,bỉm sơn,bắc sơn,40713.0
thanh hóa,đông sơn,đông tiến,40807.0
thanh hóa,đông sơn,đông thanh,40808.0
thanh hóa,đông sơn,đông khê,40809.0
thanh hóa,đông sơn,đông hoàng,40810.0
thanh hóa,đông sơn,đông ninh,40811.0
thanh hóa,đông sơn,đông anh,40812.0
thanh hóa,đông sơn,đông minh,40813.0
thanh hóa,đông sơn,đông thịnh,40814.0
thanh hóa,đông sơn,đông hòa,40815.0
thanh hóa,đông sơn,đông yên,40816.0
thanh hóa,đông sơn,đông văn,40817.0
thanh hóa,đông sơn,đông phú,40818.0
thanh hóa,đông sơn,đông quang,40819.0
thanh hóa,đông sơn,đông nam,40820.0
thanh hóa,thiệu hóa,thiệu nguyên,40907.0
thanh hóa,thiệu hóa,thiệu tân,40908.0
thanh hóa,thiệu hóa,thiệu hơp,40909.0
thanh hóa,thiệu hóa,thiệu thịnh,40910.0
thanh hóa,thiệu hóa,thiệu quang,40911.0
thanh hóa,thiệu hóa,thiệu duy,40912.0
thanh hóa,thiệu hóa,thiệu giang,40913.0
thanh hóa,thiệu hóa,thiệu long,40914.0
thanh hóa,thiệu hóa,thiệu phú,40915.0
thanh hóa,thiệu hóa,thiệu phúc,40916.0
thanh hóa,thiệu hóa,thiệu công,40917.0
thanh hóa,thiệu hóa,thiệu thành,40918.0
thanh hóa,thiệu hóa,thiệu ngọc,40919.0
thanh hóa,thiệu hóa,thiệu vũ,40920.0
thanh hóa,thiệu hóa,thiệu tiến,40921.0
thanh hóa,thiệu hóa,thiệu toán,40922.0
thanh hóa,thiệu hóa,thiệu minh,40923.0
thanh hóa,thiệu hóa,thiệu chính,40924.0
thanh hóa,thiệu hóa,thiệu hòa,40925.0
thanh hóa,thiệu hóa,thiệu tâm,40926.0
thanh hóa,thiệu hóa,thiệu viên,40927.0
thanh hóa,thiệu hóa,thiệu vận,40928.0
thanh hóa,thiệu hóa,thiệu đô,40929.0
thanh hóa,thiệu hóa,thiệu lý,40930.0
thanh hóa,thiệu hóa,thiệu trung,40931.0
thanh hóa,thiệu hóa,thiệu châu,40932.0
thanh hóa,thiệu hóa,thiệu giao,40933.0
thanh hóa,yên định,định long,41007.0
thanh hóa,yên định,định hưng,41008.0
thanh hóa,yên định,định tân,41009.0
thanh hóa,yên định,định hải,41010.0
thanh hóa,yên định,định liên,41011.0
thanh hóa,yên định,định tăng,41012.0
thanh hóa,yên định,định tường,41013.0
thanh hóa,yên định,định bình,41014.0
thanh hóa,yên định,định hòa,41015.0
thanh hóa,yên định,định tiến,41016.0
thanh hóa,yên định,định thành,41017.0
thanh hóa,yên định,định công,41018.0
thanh hóa,yên định,yên thái,41019.0
thanh hóa,yên định,yên ninh,41020.0
thanh hóa,yên định,yên lạc,41021.0
thanh hóa,yên định,yên thịnh,41022.0
thanh hóa,yên định,yên hùng,41023.0
thanh hóa,yên định,yên phong,41024.0
thanh hóa,yên định,yên trường,41025.0
thanh hóa,yên định,yên bái,41026.0
thanh hóa,yên định,yên phú,41027.0
thanh hóa,yên định,yên giang,41028.0
thanh hóa,yên định,yên tâm,41029.0
thanh hóa,yên định,yên trung,41030.0
thanh hóa,yên định,yên thọ,41031.0
thanh hóa,yên định,quý lộc,41032.0
thanh hóa,yên định,yên lâm,41033.0
thanh hóa,vĩnh lộc,vĩnh phúc,41107.0
thanh hóa,vĩnh lộc,vĩnh hưng,41108.0
thanh hóa,vĩnh lộc,vĩnh long,41109.0
thanh hóa,vĩnh lộc,vĩnh quang,41110.0
thanh hóa,vĩnh lộc,vĩnh yên,41111.0
thanh hóa,vĩnh lộc,vĩnh tiến,41112.0
thanh hóa,vĩnh lộc,vĩnh thành,41113.0
thanh hóa,vĩnh lộc,vĩnh ninh,41114.0
thanh hóa,vĩnh lộc,vĩnh khang,41115.0
thanh hóa,vĩnh lộc,vĩnh hòa,41116.0
thanh hóa,vĩnh lộc,vĩnh hùng,41117.0
thanh hóa,vĩnh lộc,vĩnh tân,41118.0
thanh hóa,vĩnh lộc,vĩnh thịnh,41119.0
thanh hóa,vĩnh lộc,vĩnh minh,41120.0
thanh hóa,vĩnh lộc,vĩnh an,41121.0
thanh hóa,thạch thành,thành vân,41208.0
thanh hóa,thạch thành,thành tân,41209.0
thanh hóa,thạch thành,thành trực,41210.0
thanh hóa,thạch thành,thành công,41211.0
thanh hóa,thạch thành,thành minh,41212.0
thanh hóa,thạch thành,thành vinh,41213.0
thanh hóa,thạch thành,thành yên,41214.0
thanh hóa,thạch thành,thành mỹ,41215.0
thanh hóa,thạch thành,thạch lâm,41216.0
thanh hóa,thạch thành,thạch tương,41217.0
thanh hóa,thạch thành,thạch quảng,41218.0
thanh hóa,thạch thành,thạch cẩm,41219.0
thanh hóa,thạch thành,thạch sơn,41220.0
thanh hóa,thạch thành,thạch bình,41221.0
thanh hóa,thạch thành,thạch định,41222.0
thanh hóa,thạch thành,thạch đồng,41223.0
thanh hóa,thạch thành,thạch long,41224.0
thanh hóa,thạch thành,thành hưng,41225.0
thanh hóa,thạch thành,thành kim,41226.0
thanh hóa,thạch thành,thạch tân,41227.0
thanh hóa,thạch thành,thành tiến,41228.0
thanh hóa,thạch thành,thànhthọ,41229.0
thanh hóa,thạch thành,thành tâm,41230.0
thanh hóa,thạch thành,thành an,41231.0
thanh hóa,thạch thành,thành long,41232.0
thanh hóa,thạch thành,ngọc trạo,41233.0
thanh hóa,cẩm thủy,cẩm phong,41307.0
thanh hóa,cẩm thủy,cẩm giang,41308.0
thanh hóa,cẩm thủy,cẩm tú,41309.0
thanh hóa,cẩm thủy,cẩm quý,41310.0
thanh hóa,cẩm thủy,cẩm lương,41311.0
thanh hóa,cẩm thủy,cẩm thành,41312.0
thanh hóa,cẩm thủy,cẩm liên,41313.0
thanh hóa,cẩm thủy,cẩm thạch,41314.0
thanh hóa,cẩm thủy,cẩm bình,41315.0
thanh hóa,cẩm thủy,cẩm châu,41316.0
thanh hóa,cẩm thủy,cẩm sơn,41317.0
thanh hóa,cẩm thủy,cẩm ngọc,41318.0
thanh hóa,cẩm thủy,cẩm long,41319.0
thanh hóa,cẩm thủy,phúc do,41320.0
thanh hóa,cẩm thủy,cẩm yên,41321.0
thanh hóa,cẩm thủy,cẩm tâm,41322.0
thanh hóa,cẩm thủy,cẩm tân,41323.0
thanh hóa,cẩm thủy,cẩm phú,41324.0
thanh hóa,cẩm thủy,cẩm vân,41325.0
thanh hóa,bá thước,lương ngoại,41407.0
thanh hóa,bá thước,lương nội,41408.0
thanh hóa,bá thước,hạ trung,41409.0
thanh hóa,bá thước,tân lập,41410.0
thanh hóa,bá thước,ban công,41411.0
thanh hóa,bá thước,cổ lũng,41412.0
thanh hóa,bá thước,lũng cao,41413.0
thanh hóa,bá thước,thành sơn,41414.0
thanh hóa,bá thước,lũng niêm,41415.0
thanh hóa,bá thước,thành lâm,41416.0
thanh hóa,bá thước,lâm sa,41417.0
thanh hóa,bá thước,ái thương,41418.0
thanh hóa,bá thước,điền lư,41419.0
thanh hóa,bá thước,lương trung,41420.0
thanh hóa,bá thước,điền trung,41421.0
thanh hóa,bá thước,điền hạ,41422.0
thanh hóa,bá thước,điền thương,41423.0
thanh hóa,bá thước,điền quang,41424.0
thanh hóa,bá thước,thiết ống,41425.0
thanh hóa,bá thước,thiết kế,41426.0
thanh hóa,bá thước,kỳ tân,41427.0
thanh hóa,bá thước,văn nho,41428.0
thanh hóa,triệu sơn,minh châu,41507.0
thanh hóa,triệu sơn,dân lý,41508.0
thanh hóa,triệu sơn,minh dân,41509.0
thanh hóa,triệu sơn,dân quyền,41510.0
thanh hóa,triệu sơn,dân lực,41511.0
