province,province_code,district,district_code,ward,ward_code,lat,long
quảng ninh,1000,hạ long,1100,hồng gai,1105,20.95105955,107.0720135
quảng ninh,1000,hạ long,1100,hòn gai,1106,20.95105955,107.0720135
quảng ninh,1000,hạ long,1100,trần hưng đạo,1107,20.95563355,107.0837241
quảng ninh,1000,hạ long,1100,bạch đằng,1108,20.95062865,107.08828925
quảng ninh,1000,hạ long,1100,cao thắng,1109,20.9679664,107.09622595
quảng ninh,1000,hạ long,1100,hồng hải,1110,20.9490279,107.1070378
quảng ninh,1000,hạ long,1100,hà lầm,1111,20.97283945,107.11418325
quảng ninh,1000,hạ long,1100,hà trung,1112,20.9688971,107.12356565
quảng ninh,1000,hạ long,1100,hồng hà,1113,20.94294335,107.1238446
quảng ninh,1000,hạ long,1100,hà tu,1114,20.9560858,107.1483868
quảng ninh,1000,hạ long,1100,hà phong,1115,20.96144475,107.16979615
quảng ninh,1000,hạ long,1100,hà khánh,1116,21.0007294,107.13225595
quảng ninh,1000,hạ long,1100,cao xanh,1117,20.97648345,107.0770052
quảng ninh,1000,hạ long,1100,yết kiêu,1118,20.96081335,107.07548445
quảng ninh,1000,hạ long,1100,bãi cháy,1119,20.9660465,107.03666205
quảng ninh,1000,hạ long,1100,hùng thắng,1120,20.95962055,107.00082775
quảng ninh,1000,hạ long,1100,giếng đáy,1121,20.9818762,107.0194745
quảng ninh,1000,hạ long,1100,hà khẩu,1122,20.9725376,106.9816874
quảng ninh,1000,hạ long,1100,việt hưng,1123,20.9956563,106.9732975
quảng ninh,1000,hạ long,1100,đại yên,1124,20.96896615,106.9259404
quảng ninh,1000,hạ long,1100,tuần châu,1125,20.9281396,106.9854041
quảng ninh,1000,cẩm phả,1200,cẩm trung,1206,21.0091009,107.2715485
quảng ninh,1000,cẩm phả,1200,cẩm thành,1207,21.01021275,107.278769
quảng ninh,1000,cẩm phả,1200,cẩm tây,1208,21.02564545,107.2845839
quảng ninh,1000,cẩm phả,1200,cẩm bình,1209,21.00365255,107.2854529
quảng ninh,1000,cẩm phả,1200,cẩm đông,1210,21.0164494,107.30062905
quảng ninh,1000,cẩm phả,1200,cẩm sơn,1211,21.01599335,107.31167435
quảng ninh,1000,cẩm phả,1200,cẩm phú,1212,21.00124255,107.33206975
quảng ninh,1000,cẩm phả,1200,cẩm thịnh,1213,20.99497545,107.3526692
quảng ninh,1000,cẩm phả,1200,cửa ông,1214,21.03018945,107.35814085
quảng ninh,1000,cẩm phả,1200,cẩm hải,1215,21.1055984,107.346146
quảng ninh,1000,cẩm phả,1200,cộng hòa,1216,21.15772355,107.363018
quảng ninh,1000,cẩm phả,1200,mông dương,1217,21.11280855,107.3024154
quảng ninh,1000,cẩm phả,1200,dương huy,1218,21.05834495,107.2401451
quảng ninh,1000,cẩm phả,1200,quang hanh,1219,20.9868974,107.21076955
quảng ninh,1000,cẩm phả,1200,cẩm thạch,1220,21.00425245,107.25192535
quảng ninh,1000,cẩm phả,1200,cẩm thủy,1221,21.00995695,107.26499315
quảng ninh,1000,vân đồn,1300,cái rồng,1306,21.0580078,107.4363219
quảng ninh,1000,vân đồn,1300,vạn yên,1307,21.1499815,107.63359395
quảng ninh,1000,vân đồn,1300,đài xuyên,1308,21.20948295,107.4884318
quảng ninh,1000,vân đồn,1300,bình dân,1309,21.16590545,107.435583
quảng ninh,1000,vân đồn,1300,đoàn kết,1310,21.09674825,107.41135585
quảng ninh,1000,vân đồn,1300,đông xá,1311,20.99417865,107.4029446
quảng ninh,1000,vân đồn,1300,thắng lợi,1312,20.91953345,107.329777
quảng ninh,1000,vân đồn,1300,ngọc vừng,1313,20.7656705,107.34148975
quảng ninh,1000,vân đồn,1300,quan lạn,1314,20.84629035,107.48574965
quảng ninh,1000,vân đồn,1300,bản sen,1315,20.973723,107.4641
quảng ninh,1000,vân đồn,1300,minh châu,1316,21.027351,107.60630595
quảng ninh,1000,vân đồn,1300,hạ long,1317,21.06385305,107.47851845
quảng ninh,1000,cô tô,1400,cô tô,1406,20.94652255,107.70133485
quảng ninh,1000,cô tô,1400,thanh lân,1407,21.11766695,107.895584
quảng ninh,1000,cô tô,1400,đồng tiến,1408,21.06853595,107.76283265
quảng ninh,1000,móng cái,1500,hòa lạc,1506,21.5249215,107.9684936
quảng ninh,1000,móng cái,1500,hải hòa,1507,21.51967345,108.02080185
quảng ninh,1000,móng cái,1500,trần phú,1508,21.53373405,107.9717445
quảng ninh,1000,móng cái,1500,ka long,1509,21.52873895,107.9600313
quảng ninh,1000,móng cái,1500,ninh dương,1510,21.510696,107.94668455
quảng ninh,1000,móng cái,1500,hải yên,1511,21.5209402,107.9185617
quảng ninh,1000,móng cái,1500,bắc sơn,1512,21.6045465,107.875618
quảng ninh,1000,móng cái,1500,hải sơn,1513,21.6058779,107.7869511
quảng ninh,1000,móng cái,1500,quảng nghĩa,1514,21.52666325,107.794547
quảng ninh,1000,móng cái,1500,hải tiến,1515,21.5393179,107.8566456
quảng ninh,1000,móng cái,1500,hải đông,1516,21.50709695,107.86627755
quảng ninh,1000,móng cái,1500,vạn ninh,1517,21.44913755,107.9183144
quảng ninh,1000,móng cái,1500,vĩnh trung,1518,21.3264429,107.87406905
quảng ninh,1000,móng cái,1500,vĩnh thực,1519,21.32417825,107.9712724
quảng ninh,1000,móng cái,1500,bình ngọc,1520,21.4456769,107.99031245
quảng ninh,1000,móng cái,1500,trà cổ,1521,21.4796441,108.05903425
quảng ninh,1000,móng cái,1500,hải xuân,1522,21.4911951,107.98853555
quảng ninh,1000,hải hà,1600,quảng hà,1606,21.4507119,107.75376675
quảng ninh,1000,hải hà,1600,quảng minh,1607,21.45181155,107.787235
quảng ninh,1000,hải hà,1600,quảng thắng,1608,21.4870153,107.7731324
quảng ninh,1000,hải hà,1600,quảng thành,1609,21.503496,107.7379885
quảng ninh,1000,hải hà,1600,quảng đức,1610,21.56761095,107.6927615
quảng ninh,1000,hải hà,1600,quảng sơn,1611,21.52404465,107.61151305
quảng ninh,1000,hải hà,1600,đường hoa,1612,21.41071295,107.64567375
quảng ninh,1000,hải hà,1600,quảng phong,1613,21.39061445,107.7201534
quảng ninh,1000,hải hà,1600,quảng long,1614,21.45404645,107.69956105
quảng ninh,1000,hải hà,1600,quảng thịnh,1615,21.47395675,107.7261401
quảng ninh,1000,hải hà,1600,quảng chính,1616,21.4580715,107.731898
quảng ninh,1000,hải hà,1600,quảng trung,1617,21.4388905,107.7468355
quảng ninh,1000,hải hà,1600,phú hải,1618,21.4236875,107.78477905
quảng ninh,1000,hải hà,1600,quảng điền,1619,21.4273038,107.7370405
quảng ninh,1000,hải hà,1600,tiến tới,1620,21.4056692,107.66792525
quảng ninh,1000,hải hà,1600,cái chiên,1621,21.30677895,107.749958
quảng ninh,1000,bình liêu,1700,bình liêu,1706,21.5252559,107.39753185
quảng ninh,1000,bình liêu,1700,húc động,1707,21.481935,107.4805595
quảng ninh,1000,bình liêu,1700,đồng văn,1708,21.567353,107.5742655
quảng ninh,1000,bình liêu,1700,hoành mô,1709,21.58610445,107.48843105
quảng ninh,1000,bình liêu,1700,đồng tâm,1710,21.585257,107.4375375
quảng ninh,1000,bình liêu,1700,lục hồn,1711,21.54759595,107.4346841
quảng ninh,1000,bình liêu,1700,tình húc,1712,21.53205745,107.3995999
quảng ninh,1000,bình liêu,1700,vô ngại,1713,21.5181535,107.34722
quảng ninh,1000,đầm hà,1800,quảng tân,1807,21.365454,107.5869194
quảng ninh,1000,đầm hà,1800,quảng lợi,1808,21.38163475,107.57700925
quảng ninh,1000,đầm hà,1800,tân bình,1809,21.36065995,107.642543
quảng ninh,1000,đầm hà,1800,quảng lâm,1810,21.4442906,107.5618171
quảng ninh,1000,đầm hà,1800,quảng an,1811,21.41362855,107.519801
quảng ninh,1000,đầm hà,1800,dực yên,1812,21.35621505,107.54081
quảng ninh,1000,đầm hà,1800,đại bình,1813,21.2829801,107.5464534
quảng ninh,1000,đầm hà,1800,tân lập,1814,21.28573395,107.5872485
quảng ninh,1000,đầm hà,1800,đầm hà,1815,21.42872145,107.6899501
quảng ninh,1000,tiên yên,1900,tiên yên,1906,21.33118365,107.3920762
quảng ninh,1000,tiên yên,1900,tiên lãng,1907,21.3144,107.43404655
quảng ninh,1000,tiên yên,1900,đông hải,1908,21.3328889,107.52200705
quảng ninh,1000,tiên yên,1900,đông ngũ,1909,21.34453445,107.45828385
quảng ninh,1000,tiên yên,1900,đại dực,1910,21.4182749,107.447827
quảng ninh,1000,tiên yên,1900,đại thành,1911,21.44910095,107.41111645
quảng ninh,1000,tiên yên,1900,phong dụ,1912,21.41076105,107.37930005
quảng ninh,1000,tiên yên,1900,hà lâu,1913,21.47806505,107.2737539
quảng ninh,1000,tiên yên,1900,điền xá,1914,21.36201655,107.29803555
quảng ninh,1000,tiên yên,1900,yên than,1915,21.35500205,107.36353805
quảng ninh,1000,tiên yên,1900,hải lạng,1916,21.2829631,107.381444
quảng ninh,1000,tiên yên,1900,đồng rui,1917,21.222256,107.4067211
quảng ninh,1000,ba chẽ,2000,ba chẽ,2006,21.2679791,107.2909784
quảng ninh,1000,ba chẽ,2000,nam sơn,2007,21.25064695,107.3041895
quảng ninh,1000,ba chẽ,2000,thanh sơn,2008,21.3023838,107.2114992
quảng ninh,1000,ba chẽ,2000,thanh lâm,2009,21.31754935,107.14849945
quảng ninh,1000,ba chẽ,2000,lương mông,2010,21.267412,107.0276928
quảng ninh,1000,ba chẽ,2000,minh cầm,2011,21.2312725,107.0594565
quảng ninh,1000,ba chẽ,2000,đạp thanh,2012,21.29375905,107.1033955
quảng ninh,1000,ba chẽ,2000,đồn đạc,2013,21.2035596,107.2473335
quảng ninh,1000,hoành bồ,2100,trới,2106,21.03345575,106.9887685
quảng ninh,1000,hoành bồ,2100,lê lợi,2107,21.013964,107.02915185
quảng ninh,1000,hoành bồ,2100,sơn dương,2108,21.0532182,106.9773531
quảng ninh,1000,hoành bồ,2100,đồng lâm,2109,21.11465985,107.0146525
quảng ninh,1000,hoành bồ,2100,thống nhất,2110,21.03961325,107.0964861
quảng ninh,1000,hoành bồ,2100,vũ oai,2111,21.08566875,107.14489445
quảng ninh,1000,hoành bồ,2100,hòa bình,2112,21.0882131,107.20870975
quảng ninh,1000,hoành bồ,2100,kỳ thượng,2113,21.18586305,107.1526622
quảng ninh,1000,hoành bồ,2100,đồng sơn,2114,21.17654495,107.0207061
quảng ninh,1000,hoành bồ,2100,dân chủ,2115,21.07178795,106.9205309
quảng ninh,1000,hoành bồ,2100,tân dân,2116,21.14847375,106.8784331
quảng ninh,1000,hoành bồ,2100,quảng la,2117,21.08958545,106.8841839
quảng ninh,1000,hoành bồ,2100,bằng cả,2118,21.0776586,106.85708495
quảng ninh,1000,quảng yên,2200,quảng yên,2206,20.92428315,106.8636948
quảng ninh,1000,quảng yên,2200,hà an,2207,20.89521635,106.8593788
quảng ninh,1000,quảng yên,2200,hoàng tân,2208,20.9278858,106.93014625
quảng ninh,1000,quảng yên,2200,tân an,2209,20.938953,106.8777465
quảng ninh,1000,quảng yên,2200,tiền an,2210,20.9424812,106.8446373
quảng ninh,1000,quảng yên,2200,minh thành,2211,20.99769835,106.86894885
quảng ninh,1000,quảng yên,2200,đông mai,2212,21.005112,106.82352295
quảng ninh,1000,quảng yên,2200,sông khoai,2213,20.977888,106.81073415
quảng ninh,1000,quảng yên,2200,cộng hòa,2214,20.948656,106.82539995
quảng ninh,1000,quảng yên,2200,hiệp hòa,2215,20.95917205,106.7963546
quảng ninh,1000,quảng yên,2200,yên giang,2216,20.94207165,106.7862939
quảng ninh,1000,quảng yên,2200,nam hòa,2217,20.9211478,106.78914775
quảng ninh,1000,quảng yên,2200,yên hải,2218,20.89068815,106.78541425
quảng ninh,1000,quảng yên,2200,phong cốc,2219,20.8801925,106.7917978
quảng ninh,1000,quảng yên,2200,liên vị,2220,20.86025295,106.80414675
quảng ninh,1000,quảng yên,2200,tiền phong,2221,20.8388875,106.84534945
quảng ninh,1000,quảng yên,2200,liên hòa,2222,20.87710705,106.8597955
quảng ninh,1000,quảng yên,2200,phong hải,2223,20.90799145,106.82805695
quảng ninh,1000,quảng yên,2200,cẩm la,2224,20.9160067,106.81238655
quảng ninh,1000,uông bí,2300,thanh sơn,2306,21.05950955,106.7538929
quảng ninh,1000,uông bí,2300,quang trung,2307,21.03250835,106.77736765
quảng ninh,1000,uông bí,2300,bắc sơn,2308,21.0681607,106.7940335
quảng ninh,1000,uông bí,2300,vàng danh,2309,21.1154037,106.8062496
quảng ninh,1000,uông bí,2300,thượng yên công,2310,21.1218282,106.73788545
quảng ninh,1000,uông bí,2300,phương đông,2311,21.0447654,106.72466755
quảng ninh,1000,uông bí,2300,phương nam,2312,21.01813405,106.6941976
quảng ninh,1000,uông bí,2300,yên thanh,2313,21.0141276,106.7505402
quảng ninh,1000,uông bí,2300,điền công,2314,20.9989834,106.7813372
quảng ninh,1000,uông bí,2300,trưng vương,2315,21.0289506,106.793418
quảng ninh,1000,uông bí,2300,nam khê,2316,21.02662715,106.8195962
quảng ninh,1000,đông triều,2400,đông triều,2406,21.0828833,106.51034095
quảng ninh,1000,đông triều,2400,đức chính,2407,21.0972114,106.5205193
quảng ninh,1000,đông triều,2400,tràng an,2408,21.10441855,106.5483935
quảng ninh,1000,đông triều,2400,xuân sơn,2409,21.08477965,106.5530062
quảng ninh,1000,đông triều,2400,kim sơn,2410,21.0699631,106.5591001
quảng ninh,1000,đông triều,2400,mạo khê,2411,21.0646453,106.6048479
quảng ninh,1000,đông triều,2400,yên thọ,2412,21.060889,106.6171145
quảng ninh,1000,đông triều,2400,yên đức,2413,21.02597705,106.6280464
quảng ninh,1000,đông triều,2400,hoàng quế,2414,21.05582235,106.63780685
quảng ninh,1000,đông triều,2400,hồng thái tây,2415,21.05590005,106.6672205
quảng ninh,1000,đông triều,2400,hồng thái đông,2416,21.058667,106.6904211
quảng ninh,1000,đông triều,2400,tràng lương,2417,21.1345665,106.6610805
quảng ninh,1000,đông triều,2400,bình khê,2418,21.129547,106.59001
quảng ninh,1000,đông triều,2400,an sinh,2419,21.1694905,106.53414955
quảng ninh,1000,đông triều,2400,tân việt,2420,21.11262645,106.5218776
quảng ninh,1000,đông triều,2400,việt dân,2421,21.1106037,106.50004865
quảng ninh,1000,đông triều,2400,bình dương,2422,21.1092785,106.46739895
quảng ninh,1000,đông triều,2400,nguyễn huệ,2423,21.0893895,106.4561541
quảng ninh,1000,đông triều,2400,thủy an,2424,21.0848192,106.4755869
quảng ninh,1000,đông triều,2400,hồng phong,2425,21.07477355,106.50071205
quảng ninh,1000,đông triều,2400,hưng đạo,2426,21.0637805,106.527256
hải dương,3000,hải dương,3100,trần phú,3106,20.93439625,106.33354785
hải dương,3000,hải dương,3100,quang trung,3107,20.9442362,106.33561855
hải dương,3000,hải dương,3100,nguyễn trãi,3108,20.94235235,106.32720715
hải dương,3000,hải dương,3100,bình hàn,3109,20.94859865,106.3272501
hải dương,3000,hải dương,3100,phạm ngũ lão,3110,20.93568395,106.3199597
hải dương,3000,hải dương,3100,trần hưng đạo,3111,20.9403255,106.3422384
hải dương,3000,hải dương,3100,lê thanh nghị,3112,20.92940085,106.32653125
hải dương,3000,hải dương,3100,hải tân,3113,20.9238612,106.3322944
hải dương,3000,hải dương,3100,ngọc châu,3114,20.93754505,106.3452611
hải dương,3000,hải dương,3100,nhị châu,3115,20.9501674,106.3429291
hải dương,3000,hải dương,3100,cẩm thượng,3116,20.94983705,106.31595245
hải dương,3000,hải dương,3100,thanh bình,3117,20.9297562,106.30896815
hải dương,3000,hải dương,3100,tân bình,3118,20.8991095,106.36728995
hải dương,3000,hải dương,3100,thạch khôi,3119,20.90917795,106.30900025
hải dương,3000,hải dương,3100,tân hưng,3120,20.8851569,106.20848175
hải dương,3000,hải dương,3100,nam đồng,3121,20.8909506,106.51571275
hải dương,3000,hải dương,3100,ái quốc,3122,20.96654005,106.37940445
hải dương,3000,hải dương,3100,an châu,3123,20.9713944,106.33255555
hải dương,3000,hải dương,3100,thượng đạt,3124,20.9649305,106.31775305
hải dương,3000,hải dương,3100,việt hòa,3125,20.9484106,106.294704
hải dương,3000,hải dương,3100,tứ minh,3126,20.92697045,106.280644
hải dương,3000,thanh hà,3200,thanh hà,3206,20.8855739,106.43272525
hải dương,3000,thanh hà,3200,thanh xá,3207,20.89915245,106.44779305
hải dương,3000,thanh hà,3200,thanh xuân,3208,20.9050554,106.46694755
hải dương,3000,thanh hà,3200,liên mạc,3209,20.9252397,106.4337507
hải dương,3000,thanh hà,3200,thanh lang,3210,20.9312489,106.47094155
hải dương,3000,thanh hà,3200,thanh an,3211,20.94083805,106.446333
hải dương,3000,thanh hà,3200,cẩm chế,3212,20.92556705,106.42856945
hải dương,3000,thanh hà,3200,việt hồng,3213,20.9511525,106.4268445
hải dương,3000,thanh hà,3200,tân việt,3214,20.933732,106.4097895
hải dương,3000,thanh hà,3200,hồng lạc,3215,20.95507205,106.40108255
hải dương,3000,thanh hà,3200,quyết thắng,3216,20.92906295,106.3855505
hải dương,3000,thanh hà,3200,tiền tiến,3217,20.91016495,106.36542755
hải dương,3000,thanh hà,3200,thanh hải,3218,20.89367495,106.3981225
hải dương,3000,thanh hà,3200,tân an,3219,20.90633695,106.40605205
hải dương,3000,thanh hà,3200,thanh khê,3220,20.8872845,106.42721305
hải dương,3000,thanh hà,3200,an lương,3221,20.8782075,106.41115485
hải dương,3000,thanh hà,3200,phượng hoàng,3222,20.8581121,106.411897
hải dương,3000,thanh hà,3200,thanh sơn,3223,20.88756155,106.42997755
hải dương,3000,thanh hà,3200,thanh thủy,3224,20.88756155,106.42997755
hải dương,3000,thanh hà,3200,trường thành,3225,20.8433847,106.4569036
hải dương,3000,thanh hà,3200,thanh hồng,3226,20.82786195,106.45791995
hải dương,3000,thanh hà,3200,vĩnh lập,3227,20.8112119,106.4943088
hải dương,3000,thanh hà,3200,thanh cường,3228,20.8321954,106.481147
hải dương,3000,thanh hà,3200,thanh bính,3229,20.851452,106.47389645
hải dương,3000,thanh hà,3200,hợp đức,3230,20.86590905,106.4702225
hải dương,3000,kim thành,3300,phú thái,3306,20.9629323,106.515305
hải dương,3000,kim thành,3300,phúc thành a,3307,20.96971195,106.50845995
hải dương,3000,kim thành,3300,kim xuyên,3308,20.96849155,106.4795566
hải dương,3000,kim thành,3300,việt hưng,3309,20.98967745,106.46525905
hải dương,3000,kim thành,3300,tuấn hưng,3310,20.97057545,106.4510822
hải dương,3000,kim thành,3300,thượng vũ,3311,20.99153255,106.42817205
hải dương,3000,kim thành,3300,lai vu,3312,20.98172795,106.400026
hải dương,3000,kim thành,3300,cộng hòa,3313,20.97526755,106.41691
hải dương,3000,kim thành,3300,cổ dũng,3314,20.97049585,106.43158795
hải dương,3000,kim thành,3300,ngũ phúc,3315,20.9445859,106.4946645
hải dương,3000,kim thành,3300,kim đính,3316,20.9152247,106.48871905
hải dương,3000,kim thành,3300,bình dân,3317,20.89903005,106.49681555
hải dương,3000,kim thành,3300,liên hòa,3318,20.8751396,106.49167245
hải dương,3000,kim thành,3300,đại đức,3319,20.87015915,106.51489735
hải dương,3000,kim thành,3300,tam kỳ,3320,20.886295,106.540621
hải dương,3000,kim thành,3300,đồng gia,3321,20.89521595,106.51765335
hải dương,3000,kim thành,3300,cẩm la,3322,20.9099335,106.51774555
hải dương,3000,kim thành,3300,kim tân,3323,20.9276911,106.523838
hải dương,3000,kim thành,3300,kim khê,3324,20.93552345,106.52633005
hải dương,3000,kim thành,3300,kim anh,3325,20.9506695,106.5110825
hải dương,3000,kim thành,3300,kim lương,3326,20.95192935,106.53325745
hải dương,3000,kinh môn,3400,kinh môn,3406,20.98976915,106.5519118
hải dương,3000,kinh môn,3400,phú thứ,3407,21.02122345,106.55695385
hải dương,3000,kinh môn,3400,minh tân,3408,21.036177,106.5871149
hải dương,3000,kinh môn,3400,tân dân,3409,21.0453309,106.5510095
hải dương,3000,kinh môn,3400,duy tân,3410,21.03526345,106.53248145
hải dương,3000,kinh môn,3400,hoành sơn,3411,21.0465675,106.50945405
hải dương,3000,kinh môn,3400,thất hùng,3412,21.05472955,106.4842055
hải dương,3000,kinh môn,3400,bạch đằng,3413,21.0466886,106.46742135
hải dương,3000,kinh môn,3400,lê ninh,3414,21.0492355,106.43742495
hải dương,3000,kinh môn,3400,phúc thành b,3415,21.0334225,106.42806505
hải dương,3000,kinh môn,3400,quang trung,3416,21.00903625,106.48143645
hải dương,3000,kinh môn,3400,thăng long,3417,21.0063835,106.4236665
hải dương,3000,kinh môn,3400,lạc long,3418,21.00300395,106.45603845
hải dương,3000,kinh môn,3400,hiệp hòa,3419,21.01562,106.46923495
hải dương,3000,kinh môn,3400,thái sơn,3420,21.0298555,106.48950605
hải dương,3000,kinh môn,3400,phạm mệnh,3421,21.0263905,106.5145565
hải dương,3000,kinh môn,3400,hiệp sơn,3422,21.00637445,106.5337809
hải dương,3000,kinh môn,3400,an sinh,3423,21.011407,106.5080155
hải dương,3000,kinh môn,3400,thượng quận,3424,20.9932189,106.4894965
hải dương,3000,kinh môn,3400,an phụ,3425,20.98593255,106.514704
hải dương,3000,kinh môn,3400,hiệp an,3426,20.98392495,106.54453905
hải dương,3000,kinh môn,3400,long xuyên,3427,20.966352,106.53745705
hải dương,3000,kinh môn,3400,hiến thành,3428,20.9514111,106.5556785
hải dương,3000,kinh môn,3400,minh hòa,3429,20.94856305,106.5771565
hải dương,3000,kinh môn,3400,thái thịnh,3430,20.97320945,106.56932945
hải dương,3000,chí linh,3500,sao đỏ,3506,21.10807255,106.38715975
hải dương,3000,chí linh,3500,văn đức,3507,21.09221505,106.4301845
hải dương,3000,chí linh,3500,hoàng tân,3508,21.1329411,106.4307403
hải dương,3000,chí linh,3500,hoàng tiến,3509,21.14887045,106.46288385
hải dương,3000,chí linh,3500,bến tắm,3510,21.1722841,106.46116735
hải dương,3000,chí linh,3500,hoàng hoa thám,3511,21.207109,106.46726805
hải dương,3000,chí linh,3500,bắc an,3512,21.16658005,106.466137
hải dương,3000,chí linh,3500,lê lợi,3513,21.1637589,106.3688994
hải dương,3000,chí linh,3500,hưng đạo,3514,21.16191805,106.3254261
hải dương,3000,chí linh,3500,phả lại,3515,21.12097315,106.32237915
hải dương,3000,chí linh,3500,cổ thành,3516,21.09503035,106.31452565
hải dương,3000,chí linh,3500,nhân huệ,3517,21.07308695,106.31338835
hải dương,3000,chí linh,3500,văn an,3518,21.0995107,106.35267735
hải dương,3000,chí linh,3500,cộng hòa,3519,21.13565205,106.3890625
hải dương,3000,chí linh,3500,chí minh,3520,21.0899441,106.37413505
hải dương,3000,chí linh,3500,thái học,3521,21.0878665,106.3973765
hải dương,3000,chí linh,3500,an lạc,3522,21.06781105,106.4135085
hải dương,3000,chí linh,3500,kênh giang,3523,21.190889,106.41266045
hải dương,3000,chí linh,3500,tân dân,3524,21.05390305,106.3905795
hải dương,3000,chí linh,3500,đồng lạc,3525,21.03511155,106.3873585
hải dương,3000,nam sách,3550,nam sách,3556,20.9934757,106.34088825
hải dương,3000,nam sách,3550,an lâm,3557,20.9999275,106.35367555
hải dương,3000,nam sách,3550,phú điền,3558,20.9957089,106.3726065
hải dương,3000,nam sách,3550,cộng hòa,3559,21.005664,106.39236995
hải dương,3000,nam sách,3550,an bình,3560,21.0227795,106.3648595
hải dương,3000,nam sách,3550,thanh quang,3561,21.04521545,106.35518545
hải dương,3000,nam sách,3550,nam tân,3562,21.0702036,106.34928705
hải dương,3000,nam sách,3550,nam hưng,3563,21.07109445,106.3274579
hải dương,3000,nam sách,3550,hợp tiến,3564,21.0527625,106.3342881
hải dương,3000,nam sách,3550,hiệp cát,3565,21.04096695,106.3080024
hải dương,3000,nam sách,3550,nam chính,3566,21.02623955,106.318433
hải dương,3000,nam sách,3550,quốc tuấn,3567,21.0281892,106.3392449
hải dương,3000,nam sách,3550,nam trung,3568,21.01504305,106.32855555
hải dương,3000,nam sách,3550,an sơn,3569,21.0127545,106.30679405
hải dương,3000,nam sách,3550,thái tân,3570,20.9934757,106.34165885
hải dương,3000,nam sách,3550,minh tân,3571,20.9711601,106.29835945
hải dương,3000,nam sách,3550,hồng phong,3572,20.9848289,106.31305045
hải dương,3000,nam sách,3550,nam hồng,3573,20.9965641,106.3175065
hải dương,3000,nam sách,3550,đồng lạc,3574,20.9778955,106.35415495
hải dương,3000,cẩm giàng,3600,cẩm giàng,3606,20.96867295,106.17462155
hải dương,3000,cẩm giàng,3600,lai cách,3607,20.9348368,106.2583207
hải dương,3000,cẩm giàng,3600,cao an,3608,20.95023795,106.258898
hải dương,3000,cẩm giàng,3600,đức chính,3609,20.97956055,106.2793454
hải dương,3000,cẩm giàng,3600,cẩm sơn,3610,20.96382355,106.208245
hải dương,3000,cẩm giàng,3600,cẩm văn,3611,20.98566055,106.25241845
hải dương,3000,cẩm giàng,3600,cẩm vũ,3612,20.969605,106.249682
hải dương,3000,cẩm giàng,3600,cẩm định,3613,20.959412,106.2271875
hải dương,3000,cẩm giàng,3600,cẩm hoàng,3614,20.9820309,106.22530895
hải dương,3000,cẩm giàng,3600,thạch lỗi,3615,20.97223645,106.1914465
hải dương,3000,cẩm giàng,3600,cẩm hưng,3616,20.9882551,106.1495265
hải dương,3000,cẩm giàng,3600,ngọc liên,3617,20.97113675,106.14947315
hải dương,3000,cẩm giàng,3600,kim giang,3618,20.9625334,106.18565205
hải dương,3000,cẩm giàng,3600,lương điền,3619,20.9456121,106.17194305
hải dương,3000,cẩm giàng,3600,cẩm điền,3620,20.9333749,106.17816145
hải dương,3000,cẩm giàng,3600,cẩm phúc,3621,20.935578,106.199307
hải dương,3000,cẩm giàng,3600,tân trường,3622,20.9407115,106.221995
hải dương,3000,cẩm giàng,3600,cẩm đông,3623,20.91740905,106.2286009
hải dương,3000,cẩm giàng,3600,cẩm đoài,3624,20.9134801,106.2534185
hải dương,3000,gia lộc,3650,gia lộc,3656,20.8679941,106.2962652
hải dương,3000,gia lộc,3650,gia khánh,3657,20.8679941,106.2962652
hải dương,3000,gia lộc,3650,gia lương,3658,20.86843755,106.3379395
hải dương,3000,gia lộc,3650,tân tiến,3659,20.8783284,106.33728645
hải dương,3000,gia lộc,3650,gia xuyên,3660,20.88835055,106.311461
hải dương,3000,gia lộc,3650,gia tân,3661,20.86750805,106.30100605
hải dương,3000,gia lộc,3650,liên hồng,3662,20.9039146,106.28094805
hải dương,3000,gia lộc,3650,thống nhất,3663,20.89559005,106.2722325
hải dương,3000,gia lộc,3650,trùng khánh,3664,20.89041355,106.246795
hải dương,3000,gia lộc,3650,yết kiêu,3665,20.871919,106.25653805
hải dương,3000,gia lộc,3650,gia hòa,3666,20.874629,106.27382295
hải dương,3000,gia lộc,3650,phương hưng,3667,20.87587195,106.3085621
hải dương,3000,gia lộc,3650,toàn thắng,3668,20.84290505,106.2927114
hải dương,3000,gia lộc,3650,lê lợi,3669,20.84819205,106.2715889
hải dương,3000,gia lộc,3650,phạm trấn,3670,20.82645755,106.257908
hải dương,3000,gia lộc,3650,nhật tân,3671,20.80575405,106.2483209
hải dương,3000,gia lộc,3650,quang minh,3672,20.7890105,106.267205
hải dương,3000,gia lộc,3650,đồng quang,3673,20.8081471,106.26861205
hải dương,3000,gia lộc,3650,đức xương,3674,20.7951235,106.285357
hải dương,3000,gia lộc,3650,thống kênh,3675,20.81136205,106.30765195
hải dương,3000,gia lộc,3650,đoàn thượng,3676,20.822906,106.281935
hải dương,3000,gia lộc,3650,hồng hưng,3677,20.82870055,106.30120455
hải dương,3000,gia lộc,3650,hoàng diệu,3678,20.84670005,106.328387
hải dương,3000,bình giang,3700,kẻ sặt,3706,20.91189825,106.1461151
hải dương,3000,bình giang,3700,tráng liệt,3707,20.9037866,106.1501519
